
Joint Seat Allocation Authority 2025
IITs, NITs, IIEST, IIITs and Other-GFTIs for the Academic Year 2025-26

Opening/Closing Ranks for Open Seats represent CRL. Opening/Closing Ranks for EWS, OBC-NCL, SC and ST Seats represent respective Category Ranks. Opening/Closing Ranks for PwD Seats represent PwD Ranks within Respective Categories.

If the Closing/Opening rank has a suffix 'P', it indicates that the corresponding rank is from Preparatory Rank List.
Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL (PwD) 	Gender-Neutral 	726 	726
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	4625 	6539
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	7389 	7785
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	1417 	1768
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Female-only (including Supernumerary) 	3031 	3031
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	6429 	11415
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	12477 	19840
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN (PwD) 	Gender-Neutral 	289 	438
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	1479 	1695
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Female-only (including Supernumerary) 	3131 	3142
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	2629 	4437
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	5431 	9029
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL (PwD) 	Gender-Neutral 	169 	201
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	1095 	2905
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Female-only (including Supernumerary) 	3629 	5094
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	SC (PwD) 	Gender-Neutral 	186 	186
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Gender-Neutral 	795 	1330
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Female-only (including Supernumerary) 	1251 	1557
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	5942 	9249
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	11843 	16148
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN (PwD) 	Gender-Neutral 	172 	253
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	1216 	1348
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Female-only (including Supernumerary) 	2537 	2553
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	EWS (PwD) 	Gender-Neutral 	54 	54
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	2582 	3393
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	4644 	6707
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL (PwD) 	Gender-Neutral 	136 	136
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	1274 	1827
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	3207 	3673
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	SC (PwD) 	Gender-Neutral 	142 	142
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	438 	667
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Female-only (including Supernumerary) 	1008 	1279
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	ST (PwD) 	Gender-Neutral 	14 	14
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	19570 	24120
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	28241 	37576
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN (PwD) 	Gender-Neutral 	1874 	1898
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	3420 	3549
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Female-only (including Supernumerary) 	5317 	5317
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	EWS (PwD) 	Gender-Neutral 	384 	384
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	6751 	8082
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	13340 	17171
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL (PwD) 	Gender-Neutral 	1028 	1028
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	3947 	4772
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Female-only (including Supernumerary) 	6907 	6907
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Gender-Neutral 	2053 	2379
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Female-only (including Supernumerary) 	2815 	2815
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	16513 	20770
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	26466 	31132
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN (PwD) 	Gender-Neutral 	1175 	1175
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	2896 	3148
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Female-only (including Supernumerary) 	4922 	4922
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	6232 	6908
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	12023 	12451
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL (PwD) 	Gender-Neutral 	570 	570
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	3214 	3889
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	5225 	6048
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	1569 	1769
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Female-only (including Supernumerary) 	2508 	2508
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	11462 	18120
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	18188 	27015
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN (PwD) 	Gender-Neutral 	990 	1154
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	2476 	2705
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Female-only (including Supernumerary) 	3707 	4253
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	4498 	6149
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	11191 	13055
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL (PwD) 	Gender-Neutral 	499 	499
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	929 	4180
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Female-only (including Supernumerary) 	5570 	6191
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	SC (PwD) 	Gender-Neutral 	264 	264
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Gender-Neutral 	1779 	1951
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Female-only (including Supernumerary) 	1677 	1677
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	10618 	14205
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	19334 	24250
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN (PwD) 	Gender-Neutral 	544 	636
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	1886 	2163
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Female-only (including Supernumerary) 	3677 	3869
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	3796 	5410
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	6991 	9941
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL (PwD) 	Gender-Neutral 	304 	304
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	2552 	2860
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	4344 	4797
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	SC (PwD) 	Gender-Neutral 	343 	343
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	862 	1526
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Female-only (including Supernumerary) 	2073 	2073
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	ST (PwD) 	Gender-Neutral 	99 	99
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	25206 	32924
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	49852 	49852
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	6209 	6209
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Female-only (including Supernumerary) 	8405 	8405
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	13406 	14133
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	20798 	20798
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	5184 	6653
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Gender-Neutral 	3572 	3572
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	17464 	25974
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	40523 	40523
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	4098 	4098
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	7225 	8270
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	14650 	14650
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	4596 	4714
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	9196 	9196
Maulana Azad National Institute of Technology Bhopal	Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	2336 	2336
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	45197 	51350
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	56839 	59932
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	7271 	7436
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Female-only (including Supernumerary) 	8876 	8876
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	15432 	17490
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	24368 	26022
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	7736 	9388
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Female-only (including Supernumerary) 	10915 	10915
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Gender-Neutral 	4217 	4713
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Female-only (including Supernumerary) 	4455 	4455
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	39219 	45803
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	54262 	58383
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN (PwD) 	Gender-Neutral 	2116 	2116
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	6634 	6932
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Female-only (including Supernumerary) 	9725 	9725
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	13368 	15406
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	20814 	21422
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	6453 	7786
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	9160 	9160
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	2759 	2830
Maulana Azad National Institute of Technology Bhopal	Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Female-only (including Supernumerary) 	4359 	4359
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	OPEN 	Gender-Neutral 	13200 	16703
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	OPEN 	Female-only (including Supernumerary) 	22952 	22952
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	EWS 	Gender-Neutral 	2324 	2324
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	EWS 	Female-only (including Supernumerary) 	3425 	3425
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	OBC-NCL 	Gender-Neutral 	4493 	5791
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	10185 	10185
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	SC 	Gender-Neutral 	3241 	3653
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	ST 	Gender-Neutral 	1691 	1691
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	OPEN 	Gender-Neutral 	13167 	14961
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	OPEN 	Female-only (including Supernumerary) 	21744 	21744
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	EWS 	Gender-Neutral 	2289 	2289
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	OBC-NCL 	Gender-Neutral 	4973 	5386
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	11981 	11981
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	SC 	Gender-Neutral 	3413 	3676
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	SC 	Female-only (including Supernumerary) 	5245 	5245
Maulana Azad National Institute of Technology Bhopal	Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	ST 	Gender-Neutral 	744 	744
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	22945 	34275
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	43327 	52059
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN (PwD) 	Gender-Neutral 	807 	2715
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	4962 	5656
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Female-only (including Supernumerary) 	7681 	7681
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	EWS (PwD) 	Gender-Neutral 	389 	389
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	9802 	12902
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	17404 	22328
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL (PwD) 	Gender-Neutral 	1310 	1310
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	5121 	6619
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Female-only (including Supernumerary) 	9677 	12335
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Gender-Neutral 	2059 	2848
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Female-only (including Supernumerary) 	3881 	3881
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	18342 	29613
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	41751 	47903
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN (PwD) 	Gender-Neutral 	1933 	1945
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	4183 	4447
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Female-only (including Supernumerary) 	7306 	7306
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	8277 	9616
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	16064 	19396
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL (PwD) 	Gender-Neutral 	839 	839
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	4174 	5755
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	7166 	7224
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	1517 	2090
Maulana Azad National Institute of Technology Bhopal	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Female-only (including Supernumerary) 	3211 	3211
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning) 	HS 	OPEN 	Gender-Neutral 	132 	2659
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning) 	HS 	OPEN 	Female-only (including Supernumerary) 	841 	843
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning) 	HS 	EWS 	Gender-Neutral 	300 	654
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning) 	HS 	EWS 	Female-only (including Supernumerary) 	951 	951
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning) 	HS 	OBC-NCL 	Gender-Neutral 	1686 	2885
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	1364 	1364
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning) 	HS 	SC 	Gender-Neutral 	246 	273
Maulana Azad National Institute of Technology Bhopal	Planning (4 Years, Bachelor of Planning) 	HS 	SC 	Female-only (including Supernumerary) 	198 	198
