
Joint Seat Allocation Authority 2025
IITs, NITs, IIEST, IIITs and Other-GFTIs for the Academic Year 2025-26

Opening/Closing Ranks for Open Seats represent CRL. Opening/Closing Ranks for EWS, OBC-NCL, SC and ST Seats represent respective Category Ranks. Opening/Closing Ranks for PwD Seats represent PwD Ranks within Respective Categories.

If the Closing/Opening rank has a suffix 'P', it indicates that the corresponding rank is from Preparatory Rank List.
Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	6519 	6836
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	13296 	15136
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	19159 	19159
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	6604 	6604
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	8639 	8639
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	SC (PwD) 	Gender-Neutral 	333 	333
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	2150 	2150
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	GO 	OPEN 	Gender-Neutral 	24829 	27338
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	GO 	OPEN 	Female-only (including Supernumerary) 	49649 	70677
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	GO 	EWS 	Gender-Neutral 	29251 	29251
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	GO 	OBC-NCL 	Gender-Neutral 	10509 	56604
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	GO 	OBC-NCL 	Female-only (including Supernumerary) 	33807 	33807
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	GO 	SC 	Gender-Neutral 	16441 	17678
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	GO 	ST 	Gender-Neutral 	3931 	4022
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	15961 	16198
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	17059 	17059
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Female-only (including Supernumerary) 	45578 	45578
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	12567 	12567
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	10279 	13640
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	16957 	16957
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN (PwD) 	Female-only (including Supernumerary) 	747 	747
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	1947 	1948
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Female-only (including Supernumerary) 	3637 	3637
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	4021 	4846
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	8120 	8120
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	1956 	2416
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	3018 	3018
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	685 	685
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	GO 	OPEN 	Gender-Neutral 	46269 	90522
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	GO 	OPEN 	Female-only (including Supernumerary) 	81421 	81421
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	GO 	OBC-NCL 	Gender-Neutral 	88752 	149441
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	GO 	OBC-NCL 	Female-only (including Supernumerary) 	101156 	101156
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	GO 	SC 	Gender-Neutral 	51071 	79241
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	GO 	ST 	Gender-Neutral 	5371 	5371
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	41813 	41813
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	81915 	81915
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	21619 	21619
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	27441 	27441
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Gender-Neutral 	25884 	25884
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	17847 	23358
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	33040 	33936
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	3341 	3656
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	6438 	8293
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	12560 	14231
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL (PwD) 	Gender-Neutral 	716 	716
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	3931 	4710
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	5683 	5683
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology) 	OS 	ST (PwD) 	Gender-Neutral 	104 	104
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	GO 	OPEN 	Gender-Neutral 	33056 	45337
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	GO 	OPEN 	Female-only (including Supernumerary) 	73683 	80052
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	GO 	EWS 	Gender-Neutral 	40634 	40634
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	GO 	OBC-NCL 	Gender-Neutral 	66862 	94815
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	GO 	SC 	Gender-Neutral 	36323 	40055
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	GO 	SC 	Female-only (including Supernumerary) 	96743 	96743
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	GO 	ST 	Gender-Neutral 	5652 	5652
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	29059 	31764
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	20787 	20787
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	9024 	9024
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Female-only (including Supernumerary) 	15019 	15019
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	15439 	17673
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	20625 	20848
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN (PwD) 	Gender-Neutral 	901 	901
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	2575 	2698
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	5218 	6192
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	11606 	11606
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	2189 	3148
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	4866 	4866
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	1293 	1474
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Female-only (including Supernumerary) 	2437 	2437
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	GO 	OPEN 	Gender-Neutral 	32417 	64851
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	GO 	OPEN 	Female-only (including Supernumerary) 	138584 	138584
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	GO 	EWS 	Gender-Neutral 	29538 	32637
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	GO 	OBC-NCL 	Gender-Neutral 	102058 	231075
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	GO 	OBC-NCL 	Female-only (including Supernumerary) 	94870 	94870
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	GO 	SC 	Gender-Neutral 	25879 	25879
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	GO 	ST 	Gender-Neutral 	5673 	5673
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	44999 	44999
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	43297 	43297
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	19831 	19831
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	26157 	32890
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	48713 	48713
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Female-only (including Supernumerary) 	8125 	8125
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	EWS (PwD) 	Gender-Neutral 	253 	253
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	10033 	10506
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	17602 	17602
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	4827 	5995
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	2259 	2259
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Female-only (including Supernumerary) 	3459 	3459
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	HS 	OPEN 	Gender-Neutral 	2610 	7861
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	HS 	OPEN 	Female-only (including Supernumerary) 	197 	1959
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	HS 	EWS 	Gender-Neutral 	2068 	2332
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	HS 	EWS 	Female-only (including Supernumerary) 	782 	782
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	HS 	OBC-NCL 	Gender-Neutral 	6865 	19098
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	16069 	17486
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	HS 	SC 	Gender-Neutral 	603 	1049
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	HS 	SC 	Female-only (including Supernumerary) 	1041 	1041
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	HS 	ST 	Gender-Neutral 	348 	450
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	OS 	OPEN 	Gender-Neutral 	666 	1173
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	OS 	OPEN 	Female-only (including Supernumerary) 	609 	987
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	OS 	EWS 	Gender-Neutral 	272 	432
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	OS 	OBC-NCL 	Gender-Neutral 	531 	613
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	511 	511
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	OS 	SC 	Gender-Neutral 	148 	250
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	OS 	SC 	Female-only (including Supernumerary) 	109 	109
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	OS 	ST 	Gender-Neutral 	96 	96
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture) 	OS 	ST 	Female-only (including Supernumerary) 	111 	111
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	70996 	91171
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	75372 	93980
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	13389 	15281
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Female-only (including Supernumerary) 	16019 	16019
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	78983 	112864
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	161753 	208658
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	11332 	16786
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Female-only (including Supernumerary) 	14568 	14568
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Gender-Neutral 	4157 	4199
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Female-only (including Supernumerary) 	5072 	5072
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	34108 	40460
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	46841 	52053
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN (PwD) 	Gender-Neutral 	2083 	2083
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	5747 	5880
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Female-only (including Supernumerary) 	7568 	7568
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	11786 	13024
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	18956 	19636
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	6464 	6833
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	9784 	9784
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	2572 	2634
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	49980 	112244
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	84534 	111972
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN (PwD) 	Gender-Neutral 	1529 	1529
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	16540 	18094
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Female-only (including Supernumerary) 	20597 	20597
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	71652 	143740
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	141529 	171453
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	9828 	15019
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Female-only (including Supernumerary) 	11833 	12606
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Gender-Neutral 	2858 	3066
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Female-only (including Supernumerary) 	2778 	2778
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	42537 	47577
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	52959 	57755
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN (PwD) 	Female-only (including Supernumerary) 	1830 	1830
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	6670 	6800
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Female-only (including Supernumerary) 	8767 	8767
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	13857 	15119
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	21701 	22827
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL (PwD) 	Gender-Neutral 	1398 	1398
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	4566 	6887
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	8413 	9308
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	1877 	2069
National Institute of Technology Hamirpur	Civil Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Female-only (including Supernumerary) 	3275 	3275
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	12928 	22394
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	16106 	30714
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN (PwD) 	Gender-Neutral 	733 	733
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Gender-Neutral 	3630 	5951
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	EWS 	Female-only (including Supernumerary) 	6002 	6002
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Gender-Neutral 	10492 	29030
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	11531 	32905
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	OBC-NCL (PwD) 	Gender-Neutral 	1531 	1531
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Gender-Neutral 	1773 	4836
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	SC 	Female-only (including Supernumerary) 	3852 	8112
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	SC (PwD) 	Gender-Neutral 	108 	108
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Gender-Neutral 	977 	1475
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	HS 	ST 	Female-only (including Supernumerary) 	920 	920
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Gender-Neutral 	9637 	12586
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN 	Female-only (including Supernumerary) 	16950 	20822
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OPEN (PwD) 	Gender-Neutral 	616 	616
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Gender-Neutral 	1636 	1780
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	EWS 	Female-only (including Supernumerary) 	2972 	2972
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	EWS (PwD) 	Gender-Neutral 	114 	114
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Gender-Neutral 	3388 	4151
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	8083 	9028
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	OBC-NCL (PwD) 	Gender-Neutral 	246 	246
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Gender-Neutral 	1019 	2182
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	SC 	Female-only (including Supernumerary) 	3860 	4283
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Gender-Neutral 	692 	877
National Institute of Technology Hamirpur	Computer Science and Engineering (4 Years, Bachelor of Technology) 	OS 	ST 	Female-only (including Supernumerary) 	1777 	1777
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	OPEN 	Gender-Neutral 	24000 	26321
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	OPEN 	Female-only (including Supernumerary) 	40875 	40875
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	EWS 	Gender-Neutral 	6514 	6591
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	OBC-NCL 	Gender-Neutral 	14429 	31081
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	OBC-NCL 	Female-only (including Supernumerary) 	47848 	57596
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	SC 	Gender-Neutral 	4730 	6846
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	HS 	ST 	Gender-Neutral 	1621 	1621
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	OPEN 	Gender-Neutral 	10906 	14474
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	OPEN 	Female-only (including Supernumerary) 	24521 	24521
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	OPEN (PwD) 	Gender-Neutral 	669 	669
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	EWS 	Gender-Neutral 	2250 	2250
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	OBC-NCL 	Gender-Neutral 	4203 	4302
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	OBC-NCL 	Female-only (including Supernumerary) 	8779 	8779
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	SC 	Gender-Neutral 	1064 	1064
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	SC 	Female-only (including Supernumerary) 	6112 	6112
National Institute of Technology Hamirpur	Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) 	OS 	ST 	Gender-Neutral 	1035 	1035
National Institute of Technology Hamirpur	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Gender-Neutral 	37806 	58330
National Institute of Technology Hamirpur	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN 	Female-only (including Supernumerary) 	64077 	75321
National Institute of Technology Hamirpur	Electrical Engineering (4 Years, Bachelor of Technology) 	HS 	OPEN (PwD) 	Gender-Neutral 	3894 	3894
