csab_round,academic_year,institute,academic_program_name,quota,seat_type,gender,opening_rank,closing_rank
2,2025-26,National Institute of Technology Arunachal Pradesh,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,104539,105177
2,2025-26,National Institute of Technology Arunachal Pradesh,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),174695,174695
2,2025-26,National Institute of Technology Arunachal Pradesh,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,232846,232846
2,2025-26,National Institute of Technology Arunachal Pradesh,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,451367,451367
2,2025-26,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,517405,528521
2,2025-26,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,80128,84818
2,2025-26,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),140270,144298
2,2025-26,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,89163,93859
2,2025-26,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,88269,92438
2,2025-26,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),149040,155902
2,2025-26,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,215968,218099
2,2025-26,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,310238,310238
2,2025-26,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,202692,218077
2,2025-26,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,44623,44623
2,2025-26,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),78291,78291
2,2025-26,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,51448,51448
2,2025-26,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,46798,47047
2,2025-26,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,155628,155628
2,2025-26,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,224271,237868
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,363528,372855
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,65503,67652
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),94481,94481
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,74136,74159
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,68186,73687
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,383832,392332
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,303841,348795
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),390149,390149
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,562737,562737
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,56796,59251
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),85045,85045
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,61007,61897
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,59979,61790
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,181415,181415
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),248079,248079
2,2025-26,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,349213,349643
2,2025-26,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,386029,401113
2,2025-26,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),474283,590189
2,2025-26,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,71451,77100
2,2025-26,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),114060,114060
2,2025-26,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,81188,90474
2,2025-26,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,82372,85771
2,2025-26,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),128118,128118
2,2025-26,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),278320,278320
2,2025-26,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,402536,405542
2,2025-26,"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,72570,72570
2,2025-26,"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,61464,61464
2,2025-26,"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,44883,45546
2,2025-26,"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),63031,67504
2,2025-26,"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,49569,50573
2,2025-26,"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,51231,51379
2,2025-26,"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),87942,93519
2,2025-26,"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,10661,10736
2,2025-26,"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,19496,19496
2,2025-26,"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,209681,209681
2,2025-26,"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,21396,21573
2,2025-26,"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),33425,33425
2,2025-26,"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,25331,25351
2,2025-26,"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),54471,54471
2,2025-26,"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,17899,17899
2,2025-26,"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),28256,28256
2,2025-26,"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),39877,39877
2,2025-26,"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,28873,28873
2,2025-26,"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,31956,31956
2,2025-26,"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,34936,35534
2,2025-26,"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,252645,252645
2,2025-26,"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,30981,31766
2,2025-26,"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),52725,54553
2,2025-26,"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,34101,34101
2,2025-26,"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,224689,224689
2,2025-26,"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,51442,51442
2,2025-26,"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,70543,70543
2,2025-26,"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,59871,59871
2,2025-26,"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,223531,223531
2,2025-26,"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,51347,52170
2,2025-26,"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,54013,54013
2,2025-26,"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,57182,58206
2,2025-26,"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),89969,89969
2,2025-26,"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,173917,173917
2,2025-26,"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,60551,60551
2,2025-26,"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,73499,73499
2,2025-26,"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,232061,232061
2,2025-26,"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,48037,50018
2,2025-26,"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),77561,77561
2,2025-26,"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),88170,88170
2,2025-26,"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,56364,56648
2,2025-26,"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,187295,189479
2,2025-26,"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture)",Home State,OPEN,Gender-Neutral,2528,2528
2,2025-26,"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture)",Home State,EWS,Gender-Neutral,14891,14891
2,2025-26,"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture)",Home State,OBC-NCL,Gender-Neutral,5811,5811
2,2025-26,"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture)",Home State,SC,Gender-Neutral,23953,23953
2,2025-26,"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture)",Other State,OPEN,Gender-Neutral,1694,1696
2,2025-26,"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture)",Other State,OPEN,Female-only (including Supernumerary),1494,1494
2,2025-26,"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Female-only (including Supernumerary),12326,12326
2,2025-26,"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture)",Other State,OBC-NCL,Gender-Neutral,3558,4217
2,2025-26,"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture)",Other State,ST,Gender-Neutral,13996,13996
2,2025-26,"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,21616,21616
2,2025-26,"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),20992,20992
2,2025-26,"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,15545,15545
2,2025-26,"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,47031,47031
2,2025-26,"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,53568,53568
2,2025-26,"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,41855,42313
2,2025-26,"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),63382,63382
2,2025-26,"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),64926,64926
2,2025-26,"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,47136,47197
2,2025-26,"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),77685,77685
2,2025-26,"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OPEN,Gender-Neutral,59070,59330
2,2025-26,"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OBC-NCL,Gender-Neutral,59385,59385
2,2025-26,"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,8633,8633
2,2025-26,"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,12295,12295
2,2025-26,"National Institute of Technology, Kurukshetra","Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,403752,403752
2,2025-26,"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,26617,27163
2,2025-26,"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,29861,29861
2,2025-26,"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,35321,35321
2,2025-26,"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,20619,21070
2,2025-26,"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),33388,33388
2,2025-26,"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,22920,22920
2,2025-26,"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,25367,25724
2,2025-26,"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Female-only (including Supernumerary),38789,38789
2,2025-26,"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OBC-NCL,Gender-Neutral,29457,29457
2,2025-26,"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,26227,26227
2,2025-26,"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,60610,60610
2,2025-26,"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,14977,14977
2,2025-26,"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,20148,20148
2,2025-26,"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,73228,75014
2,2025-26,"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OPEN,Female-only (including Supernumerary),39176,39176
2,2025-26,"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Female-only (including Supernumerary),28741,28741
2,2025-26,"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,27197,27197
2,2025-26,"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,30087,30087
2,2025-26,"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,20513,20513
2,2025-26,"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,23080,23846
2,2025-26,"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,13329,13329
2,2025-26,"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,21003,21003
2,2025-26,"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,24099,24099
2,2025-26,"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,41801,41801
2,2025-26,"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,29799,29858
2,2025-26,"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),46133,46283
2,2025-26,"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),55991,55991
2,2025-26,"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,34003,34700
2,2025-26,"National Institute of Technology, Kurukshetra","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OBC-NCL,Gender-Neutral,43719,43719
2,2025-26,"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,36525,36525
2,2025-26,"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,18989,18996
2,2025-26,"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,24091,24091
2,2025-26,"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),95764,95764
2,2025-26,"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),69116,69116
2,2025-26,"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,46764,46764
2,2025-26,"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),83820,83820
2,2025-26,"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),215914,215914
2,2025-26,"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,35734,36193
2,2025-26,"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,18342,18342
2,2025-26,"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,23098,23942
2,2025-26,"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,55627,57319
2,2025-26,"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),80307,80307
2,2025-26,"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,70052,70052
2,2025-26,"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),66196,66196
2,2025-26,"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,45754,45773
2,2025-26,"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),81907,81907
2,2025-26,"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,54688,54688
2,2025-26,"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,95930,97750
2,2025-26,"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,700521,700521
2,2025-26,"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,87471,94473
2,2025-26,"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),148379,151198
2,2025-26,"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,98927,100566
2,2025-26,"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,95265,100289
2,2025-26,"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),164975,164975
2,2025-26,"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,222226,222226
2,2025-26,"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,272766,272766
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,49599,50092
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),84919,84919
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),80560,80560
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,42068,43831
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),72443,73616
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,51260,51373
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),93716,93716
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,53800,55012
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),82168,82168
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,162174,165962
2,2025-26,"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,231573,231573
2,2025-26,"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,77666,77749
