csab_round,academic_year,institute,academic_program_name,quota,seat_type,gender,opening_rank,closing_rank
3,2025-26,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,225635,241438
3,2025-26,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,298570,298570
3,2025-26,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),266788,266788
3,2025-26,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,62682,64539
3,2025-26,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),92035,96038
3,2025-26,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,65214,65214
3,2025-26,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),100834,100834
3,2025-26,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,69701,75150
3,2025-26,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),100072,100072
3,2025-26,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,202304,202304
3,2025-26,Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OBC-NCL,Female-only (including Supernumerary),8412,8412
3,2025-26,Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Gender-Neutral,9746,9746
3,2025-26,Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,7191,7191
3,2025-26,Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,29630,29630
3,2025-26,Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,36184,36184
3,2025-26,Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,36958,36958
3,2025-26,Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,30416,30464
3,2025-26,Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,31954,31954
3,2025-26,Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,38061,38460
3,2025-26,Malaviya National Institute of Technology Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,43393,44675
3,2025-26,Malaviya National Institute of Technology Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,15362,15362
3,2025-26,Malaviya National Institute of Technology Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,17543,17573
3,2025-26,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,10655,10827
3,2025-26,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,15091,15091
3,2025-26,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,25728,25728
3,2025-26,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),37644,37644
3,2025-26,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,28757,28757
3,2025-26,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,31542,31649
3,2025-26,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,38601,38601
3,2025-26,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,38727,38727
3,2025-26,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,48789,48789
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Home State,OBC-NCL,Gender-Neutral,32408,32408
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Other State,OPEN,Gender-Neutral,1326,1326
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Gender-Neutral,9393,9393
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Architecture (5 Years, Bachelor of Architecture)",Other State,OBC-NCL,Gender-Neutral,3217,3217
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree) (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OBC-NCL,Gender-Neutral,50398,50398
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree) (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OBC-NCL,Gender-Neutral,37068,37068
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree) (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,SC,Gender-Neutral,122266,122266
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,45818,46377
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,47600,49576
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,53318,54652
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,37810,38958
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),46841,46841
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,43461,43461
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,47735,48164
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,51683,53993
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,70223,70223
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,59275,64313
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,48022,48022
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,54226,54570
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),17750,17750
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,25933,25999
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,27947,28148
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,31493,31493
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,127022,127022
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,24031,24636
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),37052,37052
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,29935,30465
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,29013,29177
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,19024,19024
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,24100,24607
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,16561,16708
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,22370,22370
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),43312,43312
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,32678,32678
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),51561,51561
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,42743,42743
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,59054,59054
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,71081,71081
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,71730,72124
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),514841,514841
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,52088,52088
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,54160,55719
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,58565,59177
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),94395,94395
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Gender-Neutral,18092,18092
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,SC,Female-only (including Supernumerary),168504,168504
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,37527,37527
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,44541,44541
3,2025-26,Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,47691,47691
