dasa logo
DASA and CSAB-Special 2025
NITs, IIEST, IIITs, SPAs, Other-GFTIs, and a few other Premier Technical Institutes

  Home
Opening and Closing Ranks
Special Round:
Institute Type:
Institute Name:
Academic Program:
Opening and closing ranks for New (Fresh Allottee) and Upgraded (Seat Upgraded) candidates in the First, Second, and Third rounds of Special Vacant and DASA Seat Filling Rounds.

Note :
1. All ranks are All India CRL Rank.
2. These ranks are based on following types of Candidates.
a) who reported online at PI (Secured admission) in JoSAA round 6 and upgraded the institute/program/category/quota/gender pool in CSAB Special Round.
b) who got fresh allotment in CSAB Special Round.


Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
Indian Institute of Engineering Science and Technology, Shibpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	47235	52346
Indian Institute of Engineering Science and Technology, Shibpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	79135	81272
Indian Institute of Engineering Science and Technology, Shibpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	148512	159143
Indian Institute of Engineering Science and Technology, Shibpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	196216	213535
Indian Institute of Engineering Science and Technology, Shibpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	227360	227360
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	41199	53759
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	73052	75850
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	107913	117889
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	87597	114370
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	58224	61429
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	90236	91529
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	63096	64178
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	62997	68647
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	103257	103257
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	183223	207361
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	215914	215914
Indian Institute of Engineering Science and Technology, Shibpur	Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)	Other State	ST	Female-only (including Supernumerary)	338808	338808
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	57234	65943
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	76623	85787
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	111699	132313
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	105698	120789
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Home State	ST	Gender-Neutral	632849	632849
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	62832	71369
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	103436	104366
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	73503	74975
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	72157	75089
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	108548	110046
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	200152	215570
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	219911	219911
Indian Institute of Engineering Science and Technology, Shibpur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	254293	287847
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	8741	11003
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	15486	17138
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	12013	12345
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	20808	20808
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	13671	15140
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	66034	69345
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	289276	339733
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)	DASA-Non CIWG	OPEN	Gender-Neutral	281313	530871
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	18010	21217
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	30693	31921
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	21460	21853
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	35771	35771
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	24169	27875
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	49265	49722
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	104618	112931
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	SC	Female-only (including Supernumerary)	154902	154902
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	189303	191100
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	260420	260420
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Electrical and Electronics Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	347668	347668
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)	All India	OPEN	Gender-Neutral	12661	14450
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)	All India	OPEN	Female-only (including Supernumerary)	21162	21367
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)	All India	EWS	Gender-Neutral	15130	15773
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)	All India	OBC-NCL	Gender-Neutral	17502	19745
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)	All India	SC	Female-only (including Supernumerary)	147773	147773
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)	All India	SC (PwD)	Gender-Neutral	1125423	1125423
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and M. Tech (IT) for DASA-CIWG (5 Years, Integrated B. Tech. and M. Tech.)	DASA-CIWG	OPEN	Gender-Neutral	417431	421890
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)	All India	OPEN	Gender-Neutral	14510	16742
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)	All India	OPEN	Female-only (including Supernumerary)	24360	25117
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)	All India	EWS	Gender-Neutral	17370	17816
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)	All India	OBC-NCL	Female-only (including Supernumerary)	39144	39144
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)	All India	SC	Gender-Neutral	82567	82567
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)	All India	SC	Female-only (including Supernumerary)	125975	125975
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)	All India	ST	Gender-Neutral	155466	155466
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Integrated B. Tech.(IT) and MBA for DASA-CIWG (5 Years, Integrated B. Tech. and MBA)	DASA-CIWG	OPEN	Gender-Neutral	688993	688993
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Mathematics and Scientific Computing (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	11632	13792
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Mathematics and Scientific Computing (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	20921	23633
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Mathematics and Scientific Computing (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	15021	16331
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Mathematics and Scientific Computing (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	25964	25964
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Mathematics and Scientific Computing (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	18419	20738
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Mathematics and Scientific Computing (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	29917	29917
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Mathematics and Scientific Computing (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	86517	101252
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Mathematics and Scientific Computing (4 Years, Bachelor of Technology)	All India	SC	Female-only (including Supernumerary)	165378	165378
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Mathematics and Scientific Computing (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	90258	90258
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior	Mathematics and Scientific Computing for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	225262	509620
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	14163	36366
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	44534	48493
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	All India	OPEN (PwD)	Gender-Neutral	601140	601140
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	37183	42011
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	56871	56871
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	42205	43798
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	64282	64282
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL (PwD)	Gender-Neutral	809048	809048
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	172387	178201
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	272487	288477
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	23114	33035
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	36699	42722
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN (PwD)	Gender-Neutral	720396	807688
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	33825	40492
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	46886	52074
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	35278	42140
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	49235	61767
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL (PwD)	Gender-Neutral	1062009	1062009
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	110781	167411
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	SC	Female-only (including Supernumerary)	169657	202895
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	213681	264283
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	299090	319424
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	36852	44020
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	45042	55221
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OPEN (PwD)	Gender-Neutral	386493	386493
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	49019	52790
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	57489	61317
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	46040	57630
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	65329	78485
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL (PwD)	Gender-Neutral	891844	891844
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	176531	202173
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	SC	Female-only (including Supernumerary)	214288	220392
Indian Institute of Information Technology (IIIT)Kota, Rajasthan	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	265740	326385
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	17378	27541
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	34656	40316
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN (PwD)	Gender-Neutral	647763	689106
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	28537	34170
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	45255	57545
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	28156	37726
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	43557	63264
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	132514	157417
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	SC	Female-only (including Supernumerary)	165532	183460
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	206020	260130
Indian Institute of Information Technology Guwahati	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	293675	293675
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	31254	41595
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	41618	52370
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OPEN (PwD)	Gender-Neutral	1299379	1299379
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	43669	48419
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	62525	62525
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	43074	51237
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	70831	80276
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	155649	192163
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	SC	Female-only (including Supernumerary)	218589	225927
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	267340	294904
Indian Institute of Information Technology Guwahati	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	350646	350646
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	27127	45548
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	49478	49478
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	60689	60876
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	48636	65987
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	80940	80940
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	90451	162969
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	343941	348386
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	30336	56453
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	49536	52699
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OPEN (PwD)	Gender-Neutral	407857	407857
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	58830	66202
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	69795	69795
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	57823	70395
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	69045	79586
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL (PwD)	Gender-Neutral	1035910	1035910
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	106424	205317
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	SC	Female-only (including Supernumerary)	189359	189359
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	192973	381496
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	46042	57355
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	60634	60634
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	66327	67309
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	71197	72881
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	84965	84965
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	210148	212773
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	336953	395710
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Gender-Neutral	48680	62684
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OPEN	Female-only (including Supernumerary)	56930	64824
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	69777	70112
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	76976	76976
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	70660	75726
Indian Institute of Information Technology(IIIT) Kalyani, West Bengal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	89527	89527
