dasa logo
DASA and CSAB-Special 2025
NITs, IIEST, IIITs, SPAs, Other-GFTIs, and a few other Premier Technical Institutes

  Home
Opening and Closing Ranks
Special Round:
Institute Type:
Institute Name:
Academic Program:
Opening and closing ranks for New (Fresh Allottee) and Upgraded (Seat Upgraded) candidates in the First, Second, and Third rounds of Special Vacant and DASA Seat Filling Rounds.

Note :
1. All ranks are All India CRL Rank.
2. These ranks are based on following types of Candidates.
a) who reported online at PI (Secured admission) in JoSAA round 6 and upgraded the institute/program/category/quota/gender pool in CSAB Special Round.
b) who got fresh allotment in CSAB Special Round.


Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
National Institute of Technology Durgapur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL (PwD)	Gender-Neutral	1019712	1019712
National Institute of Technology Durgapur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	137063	137063
National Institute of Technology Durgapur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	194460	194460
National Institute of Technology Durgapur	Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	Home State	OBC-NCL	Gender-Neutral	111509	111509
National Institute of Technology Durgapur	Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	Home State	SC	Gender-Neutral	166246	166246
National Institute of Technology Durgapur	Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OPEN	Gender-Neutral	43202	43202
National Institute of Technology Durgapur	Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	Other State	OPEN	Female-only (including Supernumerary)	65730	65730
National Institute of Technology Durgapur	Chemistry (5 Years, Integrated Master of Science)	Home State	OPEN	Gender-Neutral	55389	60392
National Institute of Technology Durgapur	Chemistry (5 Years, Integrated Master of Science)	Home State	OBC-NCL	Gender-Neutral	131474	136266
National Institute of Technology Durgapur	Chemistry (5 Years, Integrated Master of Science)	Home State	SC	Gender-Neutral	207839	207839
National Institute of Technology Durgapur	Chemistry (5 Years, Integrated Master of Science)	Other State	OPEN	Gender-Neutral	55212	65805
National Institute of Technology Durgapur	Chemistry (5 Years, Integrated Master of Science)	Other State	OPEN	Female-only (including Supernumerary)	100025	100025
National Institute of Technology Durgapur	Chemistry (5 Years, Integrated Master of Science)	Other State	EWS	Gender-Neutral	70750	70750
National Institute of Technology Durgapur	Chemistry (5 Years, Integrated Master of Science)	Other State	OBC-NCL	Gender-Neutral	70591	72618
National Institute of Technology Durgapur	Chemistry (5 Years, Integrated Master of Science)	Other State	OBC-NCL	Female-only (including Supernumerary)	111970	111970
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	36902	50401
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	65203	73804
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Female-only (including Supernumerary)	156932	156932
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	93648	95993
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Female-only (including Supernumerary)	91155	91155
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	135932	165826
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	ST	Gender-Neutral	470818	470818
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	ST	Female-only (including Supernumerary)	634666	634666
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	41471	46378
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	58530	58530
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	47500	47866
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	72405	72405
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	46441	50153
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	77562	79151
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	156415	164827
National Institute of Technology Durgapur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	176761	176761
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	10396	11904
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	28261	28261
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	33020	34928
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	35547	35547
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State	SC	Female-only (including Supernumerary)	127054	127054
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	9602	12049
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	16578	17987
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	12191	12960
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	18881	24487
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	13975	16034
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	18196	18196
National Institute of Technology Durgapur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	ST	Female-only (including Supernumerary)	105738	105738
National Institute of Technology Durgapur	Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	119143	194796
National Institute of Technology Durgapur	Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)	DASA-Non CIWG	OPEN	Gender-Neutral	259359	358272
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	18316	21718
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	32015	35145
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	55380	57995
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	71349	86182
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	ST	Female-only (including Supernumerary)	466725	466725
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	20106	22384
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	33175	38560
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN (PwD)	Gender-Neutral	668545	668545
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	23238	24726
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	40292	40292
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	24919	26659
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	43723	45416
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	97866	103224
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	SC (PwD)	Female-only (including Supernumerary)	1321987	1321987
National Institute of Technology Durgapur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Female-only (including Supernumerary)	266438	266438
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	17135	17903
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	23724	28348
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	30489	30489
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	39959	39959
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	14183	17245
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	17292	18154
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	21201	21201
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	18964	20565
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	61079	81189
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	113428	113428
National Institute of Technology Durgapur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	ST	Female-only (including Supernumerary)	166793	166793
National Institute of Technology Durgapur	Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	325511	390036
National Institute of Technology Durgapur	Mathematics and Computing for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	396720	396720
National Institute of Technology Durgapur	Mathematics and Computing for DASA-Non CIWG (4 Years, Bachelor of Technology)	DASA-Non CIWG	OPEN	Gender-Neutral	698829	698829
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	23027	36357
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	49994	64100
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	71365	77134
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	109179	118045
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	ST	Female-only (including Supernumerary)	526699	526699
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	24435	31932
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	44380	49829
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	32767	36080
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	54558	56186
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	33548	38904
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	61858	70749
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	116707	134567
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	165781	184398
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	170524	170524
National Institute of Technology Durgapur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Female-only (including Supernumerary)	266931	266931
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	45938	51150
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	64130	64130
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	88613	88613
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Female-only (including Supernumerary)	124850	124850
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	85670	101706
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	160567	160567
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	ST	Gender-Neutral	535241	535241
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	ST	Female-only (including Supernumerary)	760647	760647
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	46976	50304
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	63908	73045
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN (PwD)	Gender-Neutral	837942	837942
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	53333	53717
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	76123	76123
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	50355	58565
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	90337	90337
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	173042	173917
National Institute of Technology Durgapur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	ST	Female-only (including Supernumerary)	275389	275389
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	58199	58199
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	54226	54226
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	80489	80489
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	133784	133784
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OPEN	Gender-Neutral	155456	198417
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OPEN	Female-only (including Supernumerary)	241075	241075
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	227063	227063
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	44215	49391
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	67895	78515
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	60496	61792
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	54878	58185
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	80827	80827
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	155643	163112
National Institute of Technology Goa	Civil Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	226176	226176
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	All India	SC	Female-only (including Supernumerary)	83902	83902
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OPEN	Gender-Neutral	31877	33056
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OBC-NCL	Gender-Neutral	173575	173575
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State for Goa	SC	Gender-Neutral	543946	543946
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	10753	17448
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	19796	19796
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	20674	20783
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	33936	33936
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	17527	23170
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	26202	26202
National Institute of Technology Goa	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	132593	132593
National Institute of Technology Goa	Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	226401	274261
National Institute of Technology Goa	Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)	DASA-Non CIWG	OPEN	Gender-Neutral	313267	828008
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	34591	34591
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	EWS	Female-only (including Supernumerary)	57732	57732
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	SC	Female-only (including Supernumerary)	168939	168939
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OPEN	Gender-Neutral	98457	154564
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OPEN	Female-only (including Supernumerary)	90273	90273
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OBC-NCL	Gender-Neutral	389349	389349
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	168183	168183
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	23445	28867
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	40705	42873
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	38791	39193
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	31952	35857
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	116855	123939
National Institute of Technology Goa	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	175438	175438
National Institute of Technology Goa	Electrical and Electronics Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	586914	664049
National Institute of Technology Goa	Electrical and Electronics Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)	DASA-Non CIWG	OPEN	Gender-Neutral	619516	619516
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	EWS	Gender-Neutral	24378	24378
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	65289	65289
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	202965	202965
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OPEN	Gender-Neutral	46269	69899
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OPEN	Female-only (including Supernumerary)	75521	75521
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OBC-NCL	Gender-Neutral	293065	293065
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OBC-NCL	Female-only (including Supernumerary)	271227	271227
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	38018	38018
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	19758	22755
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	28715	28715
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	24594	25081
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	24658	25730
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	51267	51267
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	103335	106658
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	173496	173496
National Institute of Technology Goa	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	ST	Female-only (including Supernumerary)	245252	245252
National Institute of Technology Goa	Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	372992	415456
National Institute of Technology Goa	Electronics and Communication Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)	DASA-Non CIWG	OPEN	Gender-Neutral	551924	551924
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	58688	58688
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	271906	271906
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OPEN	Female-only (including Supernumerary)	192409	192409
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State for Goa	OBC-NCL	Gender-Neutral	607500	607500
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State for Goa	ST	Gender-Neutral	622152	622152
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	54355	54355
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	192310	192310
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	32868	39394
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	53899	53899
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	76446	76446
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	45220	47893
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	66445	66445
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	147657	147657
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	228799	228799
National Institute of Technology Goa	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Female-only (including Supernumerary)	307349	307349
National Institute of Technology Goa	Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	457872	457872
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	All India	EWS	Female-only (including Supernumerary)	9393	9393
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	All India	OBC-NCL	Gender-Neutral	1906	1974
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Home State	OPEN	Gender-Neutral	9228	9896
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Home State	EWS	Gender-Neutral	36543	36543
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Home State	OBC-NCL	Gender-Neutral	23766	23766
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Home State	SC	Gender-Neutral	17345	17345
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Other State	OPEN	Gender-Neutral	1392	1539
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Other State	OPEN	Female-only (including Supernumerary)	1290	1496
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Other State	EWS	Gender-Neutral	6579	7048
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Other State	OBC-NCL	Gender-Neutral	2161	3879
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Other State	OBC-NCL	Female-only (including Supernumerary)	2159	2159
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Other State	SC	Gender-Neutral	5119	6917
National Institute of Technology Hamirpur	Architecture (5 Years, Bachelor of Architecture)	Other State	ST	Gender-Neutral	7331	7331
National Institute of Technology Hamirpur	Architecture for DASA-CIWG (5 Years, Bachelor of Architecture)	DASA-CIWG	OPEN	Gender-Neutral	8521	10999
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	76308	89025
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	112027	115112
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	250842	411865
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	300387	313676
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	35319	44630
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	69779	72657
National Institute of Technology Hamirpur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN (PwD)	Gender-Neutral	1372898	1372898
